airline,registration,aircraft,age,origin,destination,full_route,direction,special,flight_number,frequency,flight_time,flight_distance,origin_category,destination_category
中原龙浩,B-3388,ARJ21-700(F),7.5,郑州,新德里,郑州—英迪拉甘地,出口,,,正常运营,,,国内,国际
中原龙浩,B-3388,ARJ21-700(F),7.5,新德里,郑州,英迪拉甘地—郑州,进口,,,正常运营,,,国际,国内
中原龙浩,B-3388,ARJ21-700(F),7.5,郑州,列日,郑州—列日,出口,,,正常运营,,,国内,国际
中原龙浩,B-3388,ARJ21-700(F),7.5,列日,郑州,列日—郑州,进口,,,正常运营,,,国际,国内
中原龙浩,B-3388,ARJ21-700(F),7.5,郑州,布达佩斯,郑州—布达佩斯,出口,,,正常运营,,,国内,国际
中原龙浩,B-3388,ARJ21-700(F),7.5,布达佩斯,郑州,布达佩斯—郑州,进口,,,正常运营,,,国际,国内
中原龙浩,B-3388,ARJ21-700(F),7.5,郑州,金奈,郑州—金奈,出口,,,正常运营,,,国内,国际
中原龙浩,B-3388,ARJ21-700(F),7.5,金奈,郑州,金奈—郑州,进口,,,正常运营,,,国际,国内
中原龙浩,B-3388,ARJ21-700(F),7.5,郑州,新德里,郑州—英迪拉甘地,出口,,,正常运营,,,国内,国际
中原龙浩,B-3388,ARJ21-700(F),7.5,新德里,郑州,英迪拉甘地—郑州,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,济南,首尔,济南—首尔,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,首尔,济南,首尔—济南,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,郑州,马尼拉,郑州—马尼拉,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,马尼拉,郑州,马尼拉—郑州,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,郑州,克拉克,郑州—克拉克,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,克拉克,郑州,克拉克—郑州,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,胡志明市,深圳,胡志明—深圳,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,深圳,克拉克,深圳—克拉克,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,克拉克,深圳,克拉克—深圳,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,济南,首尔,济南—首尔,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,首尔,济南,首尔—济南,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,济南,首尔,济南—首尔,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,首尔,济南,首尔—济南,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,郑州,克拉克,郑州—克拉克,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,克拉克,郑州,克拉克—郑州,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,太原,阿拉木图,太原—阿拉木图,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,阿拉木图,太原,阿拉木图—太原,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,胡志明市,深圳,胡志明—深圳,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,南宁,克拉克,南宁—克拉克,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,克拉克,南宁,克拉克—南宁,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,南宁,马尼拉,南宁—马尼拉,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,马尼拉,南宁,马尼拉—南宁,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,南宁,达卡,南宁—达卡,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,达卡,南宁,达卡—南宁,进口,,,正常运营,,,国际,国内
天津货航,B-222L,737-86N(BCF)(WL),16.5,贵阳,达卡,贵阳—达卡,出口,,,正常运营,,,国内,国际
天津货航,B-222L,737-86N(BCF)(WL),16.5,达卡,贵阳,达卡—贵阳,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,马尼拉,鄂州—马尼拉,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,马尼拉,鄂州,马尼拉—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,达卡,鄂州—达卡,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,达卡,鄂州,达卡—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,河内,鄂州—河内,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,河内,鄂州,河内—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,克拉克,鄂州—克拉克,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,克拉克,鄂州,克拉克—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,深圳,达卡,深圳—达卡,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,达卡,深圳,达卡—深圳,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,达卡,鄂州—达卡,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,达卡,鄂州,达卡—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,克拉克,鄂州—克拉克,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,克拉克,鄂州,克拉克—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,鄂州,马尼拉,鄂州—马尼拉,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,马尼拉,鄂州,马尼拉—鄂州,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,烟台,关西,烟台—关西,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,关西,烟台,关西—烟台,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,烟台,东京,烟台—东京成田,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,东京,烟台,东京成田—烟台,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,天津,东米德兰兹,天津—东米德兰兹,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,东米德兰兹,天津,东米德兰兹-厦门-天津,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,深圳,布鲁塞尔,深圳—布鲁塞尔,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,布鲁塞尔,深圳,布鲁塞尔—深圳,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,深圳,布鲁塞尔,深圳—布鲁塞尔,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,布鲁塞尔,深圳,布鲁塞尔—深圳,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,成都,瓦茨拉夫哈维尔,成都—瓦茨拉夫哈维尔,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,瓦茨拉夫哈维尔,成都,瓦茨拉夫哈维尔—成都,进口,,,正常运营,,,国际,国内
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,成都,东米德兰兹,成都—东米德兰兹,出口,,,正常运营,,,国内,国际
中州航空,B-221V,737-8Z9(BCF)(WL),23.3,东米德兰兹,成都,东米德兰兹—成都,进口,,,正常运营,,,国际,国内
西北货航,B-2862,757-25C(PCF),20.9,成都,达卡,成都—达卡,出口,,,正常运营,,,国内,国际
西北货航,B-2862,757-25C(PCF),20.9,达卡,成都,达卡—成都,进口,,,正常运营,,,国际,国内
西北货航,B-2862,757-25C(PCF),20.9,成都,达卡,成都—达卡,出口,,,正常运营,,,国内,国际
西北货航,B-2862,757-25C(PCF),20.9,达卡,成都,达卡—成都,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,阿姆斯特丹,浦东—阿姆斯特丹,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,浦东,阿姆斯特丹—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,温哥华,浦东—温哥华,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,温哥华,浦东,温哥华-多伦多-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,法兰克福,浦东—法兰克福,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,法兰克福,浦东,法兰克福—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-洛杉矶-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,重庆,法兰克福,重庆—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,浦东,法兰克福—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,浦东,悉尼-河内-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,芝加哥,浦东—芝加哥,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,芝加哥,深圳,芝加哥—深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,深圳,法兰克福,深圳—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,浦东,法兰克福—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,广州,悉尼—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,法兰克福,广州—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,法兰克福,广州-重庆-法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-洛杉矶-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,阿姆斯特丹,浦东—阿姆斯特丹,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,浦东,阿姆斯特丹—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,温哥华,浦东—温哥华,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,温哥华,浦东,温哥华-多伦多-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,深圳,安克雷奇-芝加哥-深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,深圳,法兰克福,深圳—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,浦东,悉尼-河内-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,浦东,悉尼-河内-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,深圳,安克雷奇-芝加哥-深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,深圳,法兰克福,深圳—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,阿姆斯特丹,浦东—阿姆斯特丹,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,浦东,阿姆斯特丹—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,法兰克福,浦东—法兰克福,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,温哥华,浦东—温哥华,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,温哥华,浦东,温哥华-多伦多-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,法兰克福,广州—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,法兰克福,浦东—法兰克福,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,法兰克福,浦东,法兰克福—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,阿姆斯特丹,浦东—阿姆斯特丹,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,浦东,阿姆斯特丹—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,多伦多,浦东—多伦多,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,多伦多,浦东,多伦多—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,法兰克福,广州-重庆-法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,浦东,悉尼-河内-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,深圳,法兰克福,深圳—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,阿姆斯特丹,浦东—阿姆斯特丹,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,浦东,阿姆斯特丹—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,浦东,悉尼—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,南宁,河内,南宁—河内,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,河内,浦东,河内—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,温哥华,浦东—温哥华,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,温哥华,浦东,温哥华-多伦多-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,深圳,安克雷奇-芝加哥-深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,法兰克福,浦东—法兰克福,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,布达佩斯,广州—布达佩斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,布达佩斯,广州,布达佩斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,利雅得,广州—利雅得,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,利雅得,深圳,利雅得—深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,洛杉矶,浦东—洛杉矶,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,洛杉矶,浦东,洛杉矶—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,洛杉矶,浦东—洛杉矶,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,洛杉矶,浦东,洛杉矶-太原-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,深圳,安克雷奇,深圳—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,深圳,安克雷奇-芝加哥-深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,利雅得,广州—利雅得,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,利雅得,深圳,利雅得—深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,普雷斯蒂克,广州—普雷斯蒂克,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,普雷斯蒂克,广州,普雷斯蒂克—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,深圳,安克雷奇,深圳—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,深圳,安克雷奇-芝加哥-深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州—阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,普雷斯蒂克,广州—普雷斯蒂克,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,普雷斯蒂克,广州,普雷斯蒂克—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-肯尼迪-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,菲利普安吉利斯,广州—菲利普安吉利斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,菲利普安吉利斯,广州,菲利普安吉利斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,菲利普安吉利斯,广州-哈尔滨-菲利普安吉利斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,菲利普安吉利斯,广州,菲利普安吉利斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州—阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,利雅得,广州—利雅得,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,利雅得,深圳,利雅得—深圳,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,深圳,安克雷奇,深圳—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-洛杉矶-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,菲利普安吉利斯,广州-哈尔滨-菲利普安吉利斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,菲利普安吉利斯,广州,菲利普安吉利斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,布达佩斯,广州—布达佩斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,布达佩斯,广州,布达佩斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州—阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州-重庆-阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,洛杉矶,浦东—洛杉矶,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,洛杉矶,浦东,洛杉矶—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,阿姆斯特丹,浦东—阿姆斯特丹,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,浦东,阿姆斯特丹—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,浦东,悉尼-河内-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,温哥华,浦东—温哥华,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,温哥华,浦东,温哥华-多伦多-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,芝加哥,浦东—芝加哥,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,芝加哥,浦东,芝加哥—浦东,进口,,,正常运营,,,国际,国际
